pfct_sn,pfct_nm,addr,instl_ymd,instl_place_cd_nm,prvt_pblc_yn_cd_nm,idrodr_cd_nm,incld_water,updated_date
6110,민족사관어린이집 놀이터,광주광역시 광산구 수완로49번길 22 (수완동),2009-11-01,주택단지,민간,실외,미포함,2024-02-16
6111,초콜릿어린이집 놀이터,광주광역시 광산구 금봉로59번길 20 (소촌동),2011-02-14,주택단지,민간,실외,미포함,2024-02-16
6112,숲사랑어린이집 놀이터,광주광역시 광산구 비아동원촌길 57-6 (비아동),2003-02-13,주택단지,민간,실외,포함,2024-02-16
6116,세화어린이집 놀이시설,광주광역시 광산구 서도산길 70-8 (도산동),2012-04-26,주택단지,민간,실외,미포함,2024-02-16
6118,호정어린이집 놀이터,광주광역시 광산구 목련로273번길 16 (운남동),1998-03-09,주택단지,민간,실외,미포함,2024-02-16
6119,지혜숲어린이집 놀이터,광주광역시 광산구 첨단내촌로11번길 26 (월계동),2011-02-01,주택단지,민간,실외,미포함,2024-02-16
6121,컴이조아어린이집놀이터,광주광역시 광산구 첨단봉산길 16-9 (산월동),2010-10-12,주택단지,민간,실외,미포함,2024-02-16
6123,미리내어린이집 실내놀이시설,광주광역시 광산구 목련로381번길 37 (신가동),2004-02-18,도시공원,공공,실외,미포함,2024-02-16
6723,지원동모아미래도아파트 103동뒤놀이시설,광주광역시 동구 학소로76번길 14 (소태동),2003-12-05,도시공원,민간,실외,미포함,2024-02-16
6724,지원동모아미래도아파트 104동뒤놀이시설,광주광역시 동구 학소로76번길 14 (소태동),2003-12-05,어린이집,민간,실외,미포함,2024-02-16
6726,무등산아델리움 어린이놀이시설,광주광역시 동구 의재로 120 (소태동),2009-01-06,주택단지,민간,실외,미포함,2024-02-16
6727,학동평화맨션 어린이놀이시설3(3동앞),광주광역시 동구 학소로 125 (학동),1984-06-28,주택단지,민간,실외,미포함,2024-02-16
6728,벽산아파트 어린이놀이시설,"광주광역시 남구 독립로54번길 8 (백운동, 벽산아파트)",1998-04-21,주택단지,민간,실외,미포함,2024-02-16
6730,선아어린이집 놀이터,광주광역시 남구 서오층석탑2길 11 (서동),2007-01-01,주택단지,민간,실외,포함,2024-02-16
6731,포도원어린이집 놀이터,광주광역시 남구 광복마을3길 23 (진월동),2003-12-24,주택단지,민간,실외,미포함,2024-02-16
6733,송정동 대화아파트,"광주광역시 광산구 송도로212번길 31-8 (송정동, 대화아파트)",1998-01-01,주택단지,민간,실외,미포함,2024-02-16
6734,송정금강아파트놀이터,"광주광역시 광산구 송정로 77 (송정동, 금강아파트)",2000-01-01,주택단지,민간,실외,미포함,2024-02-16
6735,송정라인2차-2,"광주광역시 광산구 상무대로 137-2 (송정동, 송정 라인2차 아파트)",1998-01-01,주택단지,민간,실외,미포함,2024-02-16
6736,극동마이다스빌,"광주광역시 광산구 평동로1119번길 25 (송정동, 마이다스빌)",1999-10-28,주택단지,민간,실외,미포함,2024-02-16
6737,도산동 우미아파트,"광주광역시 광산구 도산로 26 (도산동, 우미아파트)",1997-08-29,아동복지시설,민간,실내,미포함,2024-02-16
6738,도산호반2차,"광주광역시 광산구 송도로162번길 11-6 (도산동, 호반2차아파트)",1998-03-01,아동복지시설,민간,실외,미포함,2024-02-16
6741,성화파인빌,"광주광역시 광산구 소촌로152번길 53-17 (소촌동, 성화파인빌)",2004-07-27,도시공원,공공,실외,미포함,2024-02-16
6742,소촌모아드림1차-1 (3동 뒤),"광주광역시 광산구 소촌로86번길 17 (소촌동, 모아드림타운)",2000-11-24,주택단지,민간,실내,미포함,2024-02-16
6743,소촌모아드림1차-2 (4동 앞),"광주광역시 광산구 소촌로86번길 17 (소촌동, 모아드림타운)",2000-11-24,어린이집,민간,실외,미포함,2024-02-16
6744,소촌모아드림1차-3 (6동 뒤),"광주광역시 광산구 소촌로86번길 17 (소촌동, 모아드림타운)",2000-11-24,주택단지,민간,실외,미포함,2024-02-16
6745,소촌라인1차-3(114동 옆 놀이터),"광주광역시 광산구 소촌로152번길 38 (소촌동, 라인1차아파트)",1994-12-01,주택단지,민간,실외,미포함,2024-02-16
6746,소촌라인1차-4(119동 옆 놀이터),"광주광역시 광산구 소촌로152번길 38 (소촌동, 라인1차아파트)",1994-12-01,식품접객업소,민간,실내,미포함,2024-02-16
6747,소촌라인1차-5(126동 옆 놀이터),"광주광역시 광산구 소촌로152번길 38 (소촌동, 라인1차아파트)",1994-12-01,어린이집,민간,실외,미포함,2024-02-16
6748,금호훼미리,"광주광역시 광산구 사암로95번길 42 (소촌동, 금호주택조합아파트)",1992-12-16,어린이집,민간,실외,미포함,2024-02-16
6751,소촌서라2차,"광주광역시 광산구 어등대로665번길 26 (소촌동, 소촌동서라2차아파트)",1995-10-01,주택단지,민간,실외,미포함,2024-02-16
6756,하남금호타운-1,"광주광역시 광산구 월곡산정로 80 (월곡동, 하남금호타운)",1991-12-22,주택단지,민간,실외,미포함,2024-02-16
6757,하남금호타운 12동 앞 놀이터,"광주광역시 광산구 월곡산정로 80 (월곡동, 하남금호타운)",1991-12-22,주택단지,민간,실외,미포함,2024-02-16
6758,한성1차-1,"광주광역시 광산구 월곡산정로 108 (월곡동, 한성아파트)",1988-12-28,주택단지,민간,실외,미포함,2024-02-16
6759,한성1차-2,"광주광역시 광산구 월곡산정로 108 (월곡동, 한성1차아파트)",1988-12-28,주택단지,민간,실외,포함,2024-02-16
6760,한성2차-1(202동앞),"광주광역시 광산구 월곡산정로 96-21 (월곡동, 한성2차아파트)",1991-06-28,주택단지,민간,실외,미포함,2024-02-16
6761,한성2차-2(204동앞),"광주광역시 광산구 월곡산정로 96-21 (월곡동, 한성2차아파트)",1991-06-28,놀이제공영업소,민간,실내,미포함,2024-02-16
6762,영천마을 주공10단지-1,"광주광역시 광산구 사암로340번길 30 (월곡동, 영천마을 주공아파트)",2003-08-26,도시공원,공공,실외,미포함,2024-02-16
6763,영천마을 주공10단지-2,"광주광역시 광산구 사암로340번길 30 (월곡동, 영천마을 주공아파트)",2003-08-26,주택단지,민간,실외,미포함,2024-02-16
6764,영천마을 주공10단지-3,"광주광역시 광산구 사암로340번길 30 (월곡동, 영천마을 주공아파트)",2003-08-26,주택단지,민간,실외,미포함,2024-02-16
6765,영천마을 주공10단지-4,"광주광역시 광산구 사암로340번길 30 (월곡동, 영천마을 주공아파트)",2003-08-26,도시공원,공공,실외,미포함,2024-02-16
6766,도천중흥2단지,"광주광역시 광산구 비아로62번길 12 (도천동, 중흥아파트)",1995-12-01,도시공원,공공,실외,미포함,2024-02-16
6767,첨단대우아파트 108동 앞,"광주광역시 광산구 첨단중앙로181번길 88-21 (월계동, 첨단대우아파트)",1997-12-27,도시공원,공공,실외,미포함,2024-02-16
6768,첨단금호타운아파트 103동 앞 놀이터,"광주광역시 광산구 첨단중앙로181번길 42-5 (월계동, 첨단 금호타운)",1996-05-01,도시공원,공공,실외,미포함,2024-02-16
6769,첨단벽산아파트 놀이터,"광주광역시 광산구 첨단중앙로181번길 16 (월계동, 벽산아파트)",1998-11-28,주택단지,민간,실외,미포함,2024-02-16
6770,첨단쌍용아파트 어린이놀이시설,"광주광역시 광산구 첨단중앙로181번길 21 (월계동, 첨단지구쌍용아파트)",1996-11-01,주택단지,민간,실외,미포함,2024-02-16
6771,첨단삼성아파트 관리사무소옆놀이시설,"광주광역시 광산구 임방울대로 743 (월계동, 첨단삼성아파트)",2014-06-24,주택단지,민간,실외,미포함,2024-02-16
6772,첨단라인3차 아파트 어린이놀이시설,"광주광역시 광산구 임방울대로 727-5 (월계동, 첨단과학산업기지 라인3차아파트)",2015-02-09,아동복지시설,민간,실내,미포함,2024-02-16
6773,첨단라인6차아파트놀이터,"광주광역시 광산구 임방울대로 673-21 (월계동, 첨단6차 라인아파트)",1997-09-08,주택단지,민간,실외,미포함,2024-02-16
6774,첨단모아미래도아파트 107동앞 어린이놀이시설,"광주광역시 광산구 월계로 77 (월계동, 첨단 모아 미래도 아파트)",2014-02-12,주택단지,민간,실외,미포함,2024-02-16
6775,첨단호반1차,"광주광역시 광산구 월계로 117-35 (월계동, 첨단산업기지호반1차아파트)",1995-09-01,주택단지,민간,실외,미포함,2024-02-16
6777,첨단라인1차-1(101동 옆),"광주광역시 광산구 월계로 117-32 (월계동, 첨단산업기지 라인1차아파트)",1995-08-07,어린이집,민간,실외,미포함,2024-02-16
6778,첨단라인1차-2(112동 앞),"광주광역시 광산구 월계로 117-32 (월계동, 첨단산업기지 라인1차아파트)",1995-08-07,어린이집,민간,실외,미포함,2024-02-16
6779,첨단라인1차-3(123동 옆),"광주광역시 광산구 월계로 117-32 (월계동, 첨단산업기지 라인1차아파트)",1995-08-07,도시공원,공공,실외,미포함,2024-02-16
6780,첨단부영1차아파트(1놀이터),"광주광역시 광산구 월계로 170 (산월동, 부영아파트)",2003-11-07,주택단지,민간,실외,미포함,2024-02-16
6781,첨단부영1차아파트(2놀이터),"광주광역시 광산구 월계로 170 (산월동, 부영아파트)",2003-11-07,주택단지,민간,실외,미포함,2024-02-16
6783,첨단3-3차호반리젠시빌아파트 320동뒤놀이시설,"광주광역시 광산구 첨단중앙로68번길 134 (산월동, 첨단3-3차 호반리젠시빌)",2003-11-01,주택단지,민간,실외,미포함,2024-02-16
6784,첨단 부영e그린아파트타운1차(1103동 앞),"광주광역시 광산구 산월로 81 (산월동, 부영그린타운)",2005-10-17,주택단지,민간,실외,미포함,2024-02-16
6785,첨단 부영e그린아파트타운1차(1101동 앞),"광주광역시 광산구 산월로 81 (산월동, 부영그린타운)",2005-10-17,주택단지,민간,실외,미포함,2024-02-16
6786,신창부영6차-1,"광주광역시 광산구 신창로35번길 20 (신가동, 신창6차부영사랑으로)",2006-11-24,주택단지,민간,실외,미포함,2024-02-16
6787,신창부영6차-2,"광주광역시 광산구 신창로35번길 20 (신가동, 신창6차부영사랑으로)",2006-11-24,주택단지,민간,실외,미포함,2024-02-16
6788,운남주공8단지 807동옆,"광주광역시 광산구 목련로153번길 143 (운남동, 운남8단지 주공아파트)",2000-09-16,주택단지,민간,실외,미포함,2024-02-16
6789,광주운남7단지아파트 703동앞놀이시설,광주광역시 광산구 목련로153번길 56 (운남동),2001-11-02,도시공원,공공,실외,미포함,2024-02-16
6790,광주운남7단지아파트 710동앞놀이시설,광주광역시 광산구 목련로153번길 56 (운남동),2001-11-02,도시공원,공공,실외,미포함,2024-02-16
6791,광주운남7단지아파트 유아놀이시설,광주광역시 광산구 목련로153번길 56 (운남동),2001-11-02,아동복지시설,공공,실내,미포함,2024-02-16
6792,신창부영5차,"광주광역시 광산구 신창로71번길 16 (신창동, 신창5차부영사랑으로)",2006-11-30,주택단지,민간,실외,미포함,2024-02-16
6797,그린나래 어린이공원 놀이터,광주광역시 광산구 신창동 1210-3,2004-12-10,주택단지,민간,실외,포함,2024-02-16
7110,백암어린이집 놀이터,광주광역시 동구 천변좌로630번길 6 (소태동),1997-04-26,주택단지,민간,실외,미포함,2024-02-16
7111,실로암어린이집 놀이터,광주광역시 남구 군분로 166 (월산동),1997-12-17,주택단지,민간,실외,미포함,2024-02-16
7112,모아아파트 어린이놀이터,"광주광역시 광산구 송도로320번길 16-6 (송정동, 송정동모아아파트)",2013-05-23,주택단지,민간,실외,미포함,2024-02-16
7113,소촌동온세계아파트 놀이시설,"광주광역시 광산구 소촌로152번길 20 (소촌동, 온세계 아트빌)",2002-07-22,주택단지,민간,실외,미포함,2024-02-16
7114,소촌라인2차,"광주광역시 광산구 금봉로 18 (소촌동, 소촌2차 라인아파트)",1997-08-10,주택단지,민간,실외,미포함,2024-02-16
7115,하남금호타운 3동 앞 놀이터,"광주광역시 광산구 월곡산정로 80 (월곡동, 하남금호타운)",1991-12-22,주택단지,민간,실외,미포함,2024-02-16
7116,영천마을 주공9단지-5,"광주광역시 광산구 풍영로 63 (월곡동, 영천마을 주공아파트)",2003-05-16,주택단지,민간,실외,미포함,2024-02-16
7117,첨단건영아파트관리동놀이터,"광주광역시 광산구 첨단중앙로181번길 104 (월계동, 건영아파트)",1998-10-21,놀이제공영업소,민간,실내,미포함,2024-02-16
7118,첨단금호타운아파트 101동 앞 놀이터,"광주광역시 광산구 첨단중앙로181번길 42-5 (월계동, 첨단 금호타운)",1996-05-01,도시공원,공공,실외,미포함,2024-02-16
7119,첨단동부아파트 103동놀이시설,"광주광역시 광산구 첨단중앙로 201 (월계동, 첨단동부아파트)",2014-04-12,도시공원,공공,실외,미포함,2024-02-16
7120,첨단동부아파트 105동놀이시설,"광주광역시 광산구 첨단중앙로 201 (월계동, 첨단동부아파트)",2014-04-12,도시공원,공공,실외,미포함,2024-02-16
7121,첨단3-2호반리젠시빌,"광주광역시 광산구 첨단중앙로68번길 100 (산월동, 첨단3-2차 호반리젠시빌)",2003-01-01,놀이제공영업소,민간,실내,미포함,2024-02-16
7122,첨단3-3차호반리젠시빌아파트 314동앞놀이시설,"광주광역시 광산구 첨단중앙로68번길 134 (산월동, 첨단3-3차 호반리젠시빌)",2003-11-01,야영장,공공,실외,미포함,2024-02-16
7123,첨단부영2차-1,"광주광역시 광산구 첨단중앙로68번길 22 (산월동, 부영아파트)",2004-06-01,주택단지,민간,실외,미포함,2024-02-16
7124,첨단부영2차-2,"광주광역시 광산구 첨단중앙로68번길 22 (산월동, 부영아파트)",2004-06-01,어린이집,민간,실외,미포함,2024-02-16
7125,첨단3-1차호반리젠시빌아파트 놀이시설,"광주광역시 광산구 첨단중앙로68번길 60 (산월동, 첨단3-1차 호반리젠시빌)",2003-10-31,아동복지시설,민간,실내,미포함,2024-02-16
7126,신창6차호반베르디움아파트 610동앞놀이터,"광주광역시 광산구 신창로35번길 80 (신가동, 신창6차호반베르디움)",2005-01-01,주택단지,민간,실외,미포함,2024-02-16
7127,신창1차남양휴튼아파트 놀이시설,"광주광역시 광산구 신창로131번길 10 (신창동, 신창1차남양휴튼)",2007-05-23,주택단지,민간,실외,미포함,2024-02-16
7128,신창2차남양휴튼아파트 놀이시설,"광주광역시 광산구 신창로71번길 17 (신창동, 신창2차남양휴튼)",2007-05-23,주택단지,민간,실외,미포함,2024-02-16
7129,신창5차호반베르디움아파트 501동앞놀이시설,"광주광역시 광산구 왕버들로251번길 27 (신창동, 신창5차호반베르디움)",2005-11-08,주택단지,민간,실외,미포함,2024-02-16
7130,신창5차호반베르디움아파트 513동옆놀이시설,"광주광역시 광산구 왕버들로251번길 27 (신창동, 신창5차호반베르디움)",2005-11-08,주택단지,민간,실외,미포함,2024-02-16
7131,운남근린공원 놀이터,광주광역시 광산구 목련로 156 (운남동),2003-09-30,주택단지,민간,실외,미포함,2024-02-16
7284,신창부영7차-1,"광주광역시 광산구 신창로35번길 54 (신가동, 신창7차부영사랑으로)",2006-12-18,주택단지,민간,실외,미포함,2024-02-16
7286,신창6차호반베르디움아파트 605동앞놀이터,"광주광역시 광산구 신창로35번길 80 (신가동, 신창6차호반베르디움)",2005-01-01,주택단지,민간,실외,미포함,2024-02-16
7288,신가삼능,"광주광역시 광산구 신창로 20 (신창동, 삼능아파트)",2003-06-19,육아종합지원센터,공공,실내,미포함,2024-02-16
7289,신창3차호반베르디움아파트 놀이시설,"광주광역시 광산구 신창로161번길 19 (신창동, 신창3차호반베르디움)",2005-06-23,주택단지,민간,실외,미포함,2024-02-16
7387,운림 라인1차아파트 어린이놀이시설 1,광주광역시 동구 운림길 71 (운림동),1991-03-29,종교시설,민간,실내,미포함,2024-02-16
7388,운림라인2차아파트 놀이시설,광주광역시 동구 의재로 149-7 (운림동),1992-08-04,주택단지,민간,실외,미포함,2024-02-16
